country_name,country_code,year,year_fct,income_level,sdg_overall,spi_comp,sci_overall,di_score,di_reg_type_2,log_gdppc,log_pop,gini_score,regime_type_4,regime_type_10,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income_spi,region_spi,weights_spi,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sci_method,sci_periodicity,sci_source,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,income_level_lab
Japan,JPN,2016,2016,H,78.5263043970735,76.44833333333334,NA,7.99,1,10.580898392817636,18.66029589063476,31.8,3,9,0.82,0.742,0.53,0.735,0.742,0.925,1.5,1.449,1.64,1.236,0.663,0.871,127076000,100,52.49999999999999,68.19999999999999,71.54166666666666,90,High income,East Asia & Pacific,1,99.2395,73.988125,93.61376923076922,97.85433333333332,55.22575000000001,84.00980000000001,71.84225,86.30457142857144,93.7622857142857,80.5195,87.48800000000001,60.01271428571429,73.33233333333332,52.96733333333333,63.947,91.67390909090908,69.16600000000001,NA,NA,NA,1,0.825,0,0,0,0,NA,NA,0,0,NA,NA,39375.47316,High Income Countries
Kazakhstan,KAZ,2016,2016,UM,70.44749625686812,71.00625,92.22223333,3.06,0,8.919395233109105,16.6943749707116,27.2,1,3,0.244,0.117,0.077,0.102,0.189,0.316,-0.285,0.15,-0.731,-0.256,0.238,0.348,17794055,100,45.733333333333334,71.55624999999999,67.74166666666666,70,Upper middle income,Europe & Central Asia,1,98.1475,54.48828571428572,74.60046153846153,92.90725,76.4975,72.24680000000001,60.85,65.33457142857142,44.07414285714287,97.8125,79.31700000000001,73.81842857142856,55.983,NA,61.71320000000001,62.38189999999999,56.9874,90,96.6667,90,0,0.245,0,0,0,0,NA,NA,0,0,NA,NA,7475.566887,Upper-Middle Income Countries
Kenya,KEN,2016,2016,LM,59.68633221288515,55.57666666666666,55.55553333,5.33,1,7.348668674996971,17.70838195653644,NA,2,5,0.535,0.422,0.375,0.435,0.333,0.405,0.949,0.652,1.112,1.081,0.825,0.878,49051531,80,49.86666666666667,68.77499999999999,34.24166666666667,45,Lower middle income,Sub-Saharan Africa,1,42.089,51.37824999999999,47.3627142857143,72.302,65.88125,45.9676,32.503,77.55757142857144,35.328,49.54900000000001,59.5775,94.97142857142856,98.272,71.47433333333333,59.371,53.5364,57.5466,40,76.6666,50,1,0.533,0,0,0,0,NA,NA,0,0,NA,NA,1554.126103,Lower-Middle Income Countries
Kyrgyz Republic,KGZ,2016,2016,LM,72.51093965773809,80.42416666666666,85.55556667,4.93,0,7.006038293712415,15.62043301371861,26.8,1,4,0.451,0.308,0.275,0.386,0.311,0.406,0.53,0.457,0.596,0.63,0.592,0.745,6079500,100,83.93333333333332,72.5375,60.650000000000006,85,Lower middle income,Europe & Central Asia,1,88.5455,62.569875,70.89935714285711,83.4475,61.88625,66.93,75.15650000000001,64.2132857142857,24.58,98.1875,79.2745,91.177,96.06366666666668,NA,66.06739999999999,60.16070000000001,71.01599999999999,80,96.6667,80,0,0.452,0,0,1,0,2005,2018,0,0,NA,NA,1103.274984,Lower-Middle Income Countries
Cambodia,KHM,2016,2016,LM,60.06712060606061,51.45625,66.66666667,4.27,0,7.423685187892125,16.573384674445254,NA,1,3,0.277,0.102,0.163,0.124,0.105,0.279,-0.206,0.283,-0.845,-0.294,0.37,0.316,15766290,70,40.13333333333333,71.80624999999999,35.34166666666667,40,Lower middle income,East Asia & Pacific,1,NA,64.52175,59.82335714285715,56.451,47.4145,60.7812,47.61525,67.79057142857144,30.195,NA,68.44800000000001,92.51557142857142,97.231,58.5795,45.47040000000001,50.90590909090909,53.2638,30,90,80,0,0.28,0,0,0,0,NA,NA,1,0,2016,2019,1675.195557,Lower-Middle Income Countries
South Korea,KOR,2016,2016,H,75.92726391402714,76.16708333333332,NA,7.92,1,10.28467500621354,17.75159774441469,35.2,3,9,0.726,0.626,0.474,0.576,0.614,0.922,1.265,1.393,1.266,0.915,0.78,0.769,51217803,100,53.400000000000006,71.64375,75.79166666666666,80,High income,East Asia & Pacific,1,99.3925,82.437625,91.78746153846151,95.93625,62.024,72.5854,70.07625,83.61785714285715,98.86671428571428,77.3195,82.77566666666667,68.53542857142857,65.675,52.18283333333333,50.6096,80.1696,56.7718,NA,NA,NA,1,0.729,0,0,1,0,2016,2017,0,0,NA,NA,29280.44032,High Income Countries
Kuwait,KWT,2016,2016,H,58.08650332722833,45.540000000000006,NA,3.85,0,10.215509336047568,15.190961844854186,NA,0,1,0.318,0.289,0.111,0.31,0.257,0.736,0.549,0.8,0.996,0.286,0.496,0.617,3956862,80,12.366666666666664,49.2,56.13333333333333,30,High income,Middle East & North Africa,1,NA,63.474125,85.95461538461538,82.83850000000001,48.963,46.6118,68.4025,66.99214285714285,55.85857142857144,NA,57.78799999999999,43.97942857142857,22.14833333333333,46.71380000000001,48.59933333333333,76.069,56.9044,NA,NA,NA,0,0.312,0,0,0,0,NA,NA,0,0,NA,NA,27323.68906,High Income Countries
Laos,LAO,2016,2016,LM,60.64238913690476,42.84541666666667,64.44446667,2.37,0,7.742064100143351,15.739152895079654,NA,0,0,0.093,0.079,0.099,0.052,0.104,0.157,-1.072,-0.456,-0.236,-1.322,0.056,0.024,6845848,60,42.43333333333334,58.818749999999994,42.974999999999994,10,Lower middle income,East Asia & Pacific,1,59.2655,62.31425,50.03685714285714,68.5325,57.25300000000001,66.5278,54.45100000000001,72.80149999999999,22.585,68.71549999999999,66.08233333333334,88.21528571428573,93.046,NA,39.10639999999999,44.0788,57.26649999999999,50,83.3334,60,0,0.094,0,0,0,0,NA,NA,0,0,NA,NA,2303.22156,Lower-Middle Income Countries
Lebanon,LBN,2016,2016,UM,63.9811648243913,32.41291666666667,63.33333333,4.86,0,8.998261887391914,15.719747308491112,NA,1,4,0.484,0.298,0.271,0.392,0.311,0.421,0.624,0.66,0.13,0.833,0.664,0.745,6714281,40,8.5,53.25625000000001,45.30833333333333,15,Lower middle income,Middle East & North Africa,1,99.0155,54.28271428571429,77.27546153846153,75.742,37.93575,63.2364,58.89166666666667,56.171,60.99783333333334,84.4435,60.96599999999999,77.50414285714285,84.61933333333333,59.0302,50.4224,53.4019,33.744,50,70,70,0,0.483,0,0,0,0,NA,NA,0,0,NA,NA,8089.012088,Upper-Middle Income Countries
Liberia,LBR,2016,2016,L,50.32811190476191,44.596250000000005,57.77776667,5.31,1,6.571741225718896,15.338690554939848,35.3,2,6,0.615,0.455,0.343,0.528,0.386,0.578,1.06,0.823,0.895,1.317,0.819,0.855,4586788,90,12.433333333333332,60.506249999999994,35.041666666666664,25,Low income,Sub-Saharan Africa,1,28.195,44.22085714285715,32.54921428571429,52.9305,30.20025,52.6724,20.39075,64.51557142857143,11.38714285714286,72.1075,39.05633333333333,96.2936,99.378,83.35183333333333,49.0882,42.878,36.36275000000001,40,73.3333,60,1,0.616,0,0,0,0,NA,NA,0,0,NA,NA,714.6130631,Low Income Countries
Libya,LBY,2016,2016,UM,NA,23.44166666666667,22.2222,2.25,0,8.926092793957189,15.686105853030725,NA,0,0,0.286,0.172,0.179,0.237,0.2,0,0.446,-0.768,0.606,0.674,0.426,0.707,6492160,40,0.3333333333333333,36.95,19.924999999999997,20,Upper middle income,Middle East & North Africa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,36.6666,20,0,0.284,0,0,0,0,NA,NA,1,0,2014,2024,7525.802993,Upper-Middle Income Countries
Sri Lanka,LKA,2016,2016,LM,66.4871487394958,73.56083333333333,83.33333333,6.48,1,8.330806034458686,16.86965323906469,39.3,2,6,0.598,0.45,0.383,0.456,0.403,0.619,0.861,0.833,0.452,0.927,0.737,0.818,21203000,100,81.26666666666667,71.0375,80.5,35,Lower middle income,South Asia,1,87.9315,63.58525,79.55814285714287,80.25475,51.41575,53.4594,58.66975000000001,75.75628571428571,32.35171428571429,54.5995,70.24833333333333,82.69828571428572,95.123,73.00716666666666,55.3308,59.55150000000001,56.7404,80,90,80,1,0.587,0,0,1,0,2010,2018,0,0,NA,NA,4149.761055,Lower-Middle Income Countries
Lesotho,LSO,2016,2016,LM,53.40710944940476,48.69875,57.7778,6.59,1,6.900218791570374,14.545491470487873,NA,2,6,0.576,0.427,0.347,0.428,0.472,0.674,0.859,0.955,0.628,0.745,0.612,0.665,2075041,80,43.63333333333333,50.06875000000001,34.791666666666664,35,Lower middle income,Sub-Saharan Africa,1,30.329,43.871875,23.32685714285714,46.67025,72.8355,47.316,24.8195,43.90175,22.14157142857144,16.0565,76.05266666666667,98.89033333333332,97.4025,NA,78.95333333333333,54.8787142857143,77.0674,30,83.3334,60,1,0.582,0,0,0,0,NA,NA,1,0,2015,2017,992.4918407,Lower-Middle Income Countries
Lithuania,LTU,2016,2016,H,76.62941471861473,78.56916666666666,NA,7.47,1,9.614579449482552,14.869206021391214,38.4,2,7,0.824,0.769,0.615,0.681,0.731,0.924,1.536,1.389,1.813,1.317,0.95,0.942,2868231,100,57.56666666666666,55.5125,79.76666666666667,100,High income,Europe & Central Asia,1,98.4925,61.99625000000001,83.30764285714284,99.586,70.77725000000001,82.2748,71.308,73.18728571428572,72.08757142857142,61.523,94.6455,51.21157142857142,79.24933333333333,77.9952,90.748,85.61454545454545,48.6956,NA,NA,NA,1,0.826,0,0,0,0,NA,NA,0,0,NA,NA,14981.62081,High Income Countries
Luxembourg,LUX,2016,2016,H,75.02216534767315,68.74416666666667,NA,8.81,1,11.579642488010942,13.274249781407075,31.7,3,9,0.878,0.795,0.642,0.833,0.826,0.953,1.729,1.52,1.448,1.748,0.944,0.961,582014,80,49.06666666666666,53.8875,60.76666666666666,100,High income,Europe & Central Asia,1,99.1905,61.537625,95.28100000000002,95.77133333333336,77.32666666666667,78.9682,55.048,78.101,87.64528571428572,87.52199999999999,97.76775,25.421,40.35666666666666,NA,63.2932,91.07181818181816,66.0526,NA,NA,NA,1,0.876,0,0,0,0,NA,NA,0,0,NA,NA,106899.2935,High Income Countries
Latvia,LVA,2016,2016,H,79.18559383116883,83.88208333333334,NA,7.31,1,9.535211769747832,14.488218778811504,34.3,2,7,0.843,0.755,0.651,0.723,0.732,0.908,1.559,1.411,1.21,1.579,0.963,0.948,1959537,100,91.4,54.06875,73.94166666666668,100,High income,Europe & Central Asia,1,98.5725,67.50887499999999,82.47285714285714,96.725,70.5335,93.2148,86.6055,80.36985714285716,66.28,75.735,94.57875,61.25542857142857,80.53366666666666,74.97083333333335,93.0354,80.16872727272728,43.5944,NA,NA,NA,1,0.841,0,0,0,0,NA,NA,0,0,NA,NA,13838.52668,High Income Countries
Morocco,MAR,2016,2016,LM,67.46794019607843,60.351666666666674,84.44446667,4.77,0,8.052250484153307,17.37445995542306,NA,0,0,0.266,0.233,0.176,0.26,0.191,0.435,0.435,0.401,0.685,0.456,0.616,0.601,35126274,90,73.6,62.24999999999999,45.90833333333333,30,Lower middle income,Middle East & North Africa,1,89.8375,61.54375,70.16728571428571,61.12925,39.768,59.91020000000001,67.8715,69.75271428571429,43.00128571428571,53.9425,82.14874999999999,90.45671428571428,95.048,69.14133333333334,67.4472,62.86659999999999,62.9224,90,83.3334,80,0,0.265,0,0,0,0,NA,NA,0,0,NA,NA,3140.855469,Lower-Middle Income Countries
Moldova,MDA,2016,2016,LM,77.64738437500002,72.2125,95.55556667,6.01,1,7.954051978265606,14.845904674988004,26.3,2,5,0.53,0.432,0.351,0.365,0.4,0.619,0.725,0.657,0.949,0.672,0.797,0.681,2802170,100,54.93333333333334,59.41249999999999,61.71666666666666,85,Upper middle income,Europe & Central Asia,1,98.4445,61.95171428571429,74.0115,98.746,70.911,71.4888,81.20925,63.29785714285715,39.95414285714286,98.6875,89.90433333333334,78.03028571428571,93.08066666666669,NA,88.09100000000001,63.9128,70.6368,100,96.6667,90,1,0.525,0,0,0,0,NA,NA,1,0,2013,2017,2847.087948,Lower-Middle Income Countries
Madagascar,MDG,2016,2016,L,49.58125343137256,39.552083333333336,62.22223333,5.07,1,6.118032690454171,17.030152231451808,NA,1,4,0.479,0.251,0.306,0.251,0.236,0.344,0.575,0.43,-0.089,1.039,0.788,0.782,24894370,90,1.1,60.79375,15.866666666666667,30,Low income,Sub-Saharan Africa,1,3.2665,51.598375,34.35421428571428,47.333,60.2105,43.1768,32.36875000000001,66.57642857142858,7.805285714285715,40.17,54.98275,96.74957142857144,99.375,65.88083333333334,45.90499999999999,44.99489999999999,48.1334,50,86.6667,50,0,0.474,0,0,1,0,2013,2018,0,0,NA,NA,453.9707145,Low Income Countries
Maldives,MDV,2016,2016,UM,69.04453319327729,49.804166666666674,50,NA,NA,9.205107448785022,13.072132676159406,31.3,1,3,0.369,0.185,0.224,0.2,0.249,0.422,0.194,0.578,-0.074,-0.037,0.364,0.476,475505,70,42.5,48.962500000000006,52.55833333333334,35,Upper middle income,South Asia,1,98.6905,32.792,86.4327142857143,94.40225,38.592,72.3575,65.575,74.46499999999999,42.548,85.617,85.461,75.61933333333333,91.93,53.63816666666667,33.875,74.6344,67.1272,50,60,40,0,0.362,0,0,0,0,NA,NA,1,0,2012,2016,9947.807447,Upper-Middle Income Countries
Mexico,MEX,2016,2016,UM,67.63438482302011,79.01750000000001,98.8889,6.47,1,9.115801532082727,18.630401645204635,46.9,2,6,0.638,0.431,0.396,0.496,0.334,0.727,0.973,1.09,0.38,0.889,0.925,0.801,123333379,100,93.23333333333332,82.3125,69.54166666666667,50,Upper middle income,Latin America & Caribbean,1,86.287,59.78125,81.32207142857143,98.09175,72.98825,71.04599999999999,67.55875,66.15400000000001,51.55528571428571,21.5495,72.369,80.63316666666667,88.63433333333334,61.15316666666666,57.04819999999999,51.53581818181818,62.077,100,96.6667,100,1,0.64,0,0,0,0,NA,NA,0,0,NA,NA,9097.923977,Upper-Middle Income Countries
North Macedonia,MKD,2016,2016,UM,72.0749724296537,62.607083333333335,81.1111,5.23,1,8.630251523395359,14.544261340889475,34.5,1,3,0.449,0.277,0.293,0.269,0.314,0.51,0.598,0.806,0.348,0.417,0.661,0.569,2072490,100,52.46666666666666,51.31875,64.25,45,Upper middle income,Europe & Central Asia,1,94.1705,63.53328571428573,79.15707142857141,69.869,50.5585,73.886,72.298,56.41042857142858,49.65728571428571,75.95349999999999,88.26750000000001,78.71385714285715,88.86066666666666,NA,78.5094,68.57136363636363,64.7832,80,73.3333,90,0,0.452,0,0,0,1,2017,2019,0,0,NA,NA,5598.486226,Upper-Middle Income Countries
Mali,MLI,2016,2016,L,54.64714883432539,49.34791666666667,65.55556667,5.7,1,6.5942149971025135,16.70396091559706,NA,2,5,0.544,0.35,0.328,0.45,0.346,0.461,0.8,0.697,-0.063,1.145,0.853,0.871,17965448,80,48.93333333333333,59.45625,43.35000000000001,15,Low income,Sub-Saharan Africa,1,37.56250000000001,59.939125,34.49742857142858,11.7215,25.43475,58.02180000000001,29.5345,71.77285714285713,18.92428571428571,80.40950000000001,62.59150000000001,95.59885714285714,98.87933333333336,NA,85.2288,55.50444444444445,48.7332,30,86.6667,80,0,0.542,0,0,0,0,NA,NA,0,1,2017,2024,730.8549382,Low Income Countries
Malta,MLT,2016,2016,H,75.91523949579835,74.07041666666667,NA,8.39,1,10.181483941958666,13.028834809586437,29.1,2,6,0.778,0.585,0.578,0.632,0.669,0.9,1.183,1.307,0.161,1.266,0.906,0.811,455356,100,80.96666666666665,44.61875,74.76666666666667,70,High income,Middle East & North Africa,1,99.9195,64.70150000000001,92.6499285714286,98.02975,58.219,58.6768,71.27725000000001,83.1465,69.49642857142857,93.059,97.5855,56.14171428571428,70.815,69.5655,80.72399999999999,71.67530000000001,54.8764,NA,NA,NA,1,0.775,0,0,0,0,NA,NA,0,0,NA,NA,26409.62859,High Income Countries
Myanmar (Burma),MMR,2016,2016,LM,58.21574915966386,43.42,55.55553333,4.2,0,7.114116499469363,17.786654919400192,NA,1,3,0.402,0.233,0.246,0.33,0.212,0.532,0.497,0.717,0.243,0.404,0.395,0.596,53045199,66.60000000000001,11.933333333333332,71.94999999999999,36.61666666666667,30,Lower middle income,East Asia & Pacific,1,70.428,64.13975,51.76135714285715,54.7825,53.74025,64.2492,40.17125,57.18128571428571,26.61200000000001,59.9455,54.5325,93.04614285714288,97.627,50.65940000000001,50.67319999999999,59.68900000000001,40.4294,50,66.6666,50,0,0.399,0,0,1,0,2010,2019,0,0,NA,NA,1229.197135,Lower-Middle Income Countries
Montenegro,MNE,2016,2016,UM,68.83793659918513,56.59333333333334,72.22223333,5.72,1,8.858431143098919,13.341182391371657,38.5,1,4,0.466,0.37,0.309,0.387,0.376,0.364,0.627,0.431,0.509,0.877,0.634,0.716,622303,90,44.7,59.9,58.36666666666667,30,Upper middle income,Europe & Central Asia,1,98.6935,59.198875,75.22578571428572,80.778,51.36125,63.91400000000001,82.08825,57.397,49.61128571428571,59.851,88.95066666666666,71.691,91.723,37.1964,57.253,71.26290909090909,74.04899999999999,50,76.6667,90,0,0.464,0,0,0,0,NA,NA,0,0,NA,NA,7033.439624,Upper-Middle Income Countries
Mongolia,MNG,2016,2016,LM,64.46767431006494,67.84166666666665,82.2222,6.62,1,8.194201753059055,14.93273456900428,32.3,2,6,0.676,0.543,0.37,0.583,0.522,0.663,1.197,0.888,0.954,1.481,0.844,0.898,3056358,100,54.46666666666666,73.55,66.19166666666668,45,Upper middle income,East Asia & Pacific,1,93.22,46.48714285714286,64.0665,91.87525,63.4835,63.09,39.3655,74.17714285714287,28.32157142857143,82.1455,52.97049999999999,59.618,65.619,NA,72.0382,67.03118181818182,67.97380000000001,60,86.6666,100,1,0.677,0,0,0,0,NA,NA,0,1,2017,2024,3619.900264,Lower-Middle Income Countries
Mozambique,MOZ,2016,2016,L,51.34209222689076,52.00208333333334,71.1111,4.02,0,6.090154769037586,17.141622618227622,NA,1,3,0.434,0.292,0.276,0.306,0.274,0.289,0.507,0.428,0.281,0.66,0.644,0.742,27829930,80,42.166666666666664,63.29375,39.55,35,Low income,Sub-Saharan Africa,1,0,47.74612500000001,29.89507142857143,47.48,64.0985,48.9348,34.40775,68.01528571428571,22.84157142857143,12.676,56.28725,97.7207142857143,97.42966666666666,69.21233333333333,64.8232,51.4689,59.7784,60,93.3333,60,0,0.429,0,0,0,0,NA,NA,1,0,2016,2024,441.4897348,Low Income Countries
Mauritania,MRT,2016,2016,LM,54.87938905653171,40.524166666666666,58.88893333,3.96,0,7.356130284902705,15.241874310469717,NA,1,3,0.431,0.181,0.178,0.254,0.187,0.428,0.415,0.606,-0.701,0.661,0.318,0.79,4163532,90,10.6,51.787499999999994,20.233333333333334,30,Lower middle income,Sub-Saharan Africa,1,72.7365,42.314125,49.68892857142857,29.80466666666666,30.10525,55.639,35.353,49.831,13.02914285714286,81.848,49.59533333333334,92.81528571428574,97.46333333333332,71.45916666666666,59.2992,49.13818181818181,52.8295,50,86.6668,40,0,0.43,0,0,0,0,NA,NA,1,0,2013,2024,1565.765757,Lower-Middle Income Countries
Mauritius,MUS,2016,2016,UM,68.80834925662572,73.73083333333334,91.11113333,8.28,1,9.20690701584861,14.049374836369555,NA,2,7,0.741,0.631,0.47,0.606,0.61,0.896,1.424,1.401,1.368,1.204,0.651,0.865,1263473,90,85.6,65.83749999999999,57.21666666666667,70,Upper middle income,Sub-Saharan Africa,1,97.553,63.47933333333333,76.72492307692308,91.18850000000002,45.30950000000001,70.8165,71.69900000000001,74.4642,45.09671428571428,58.382,94.274,75.81566666666667,91.6025,51.73116666666667,35.43533333333333,68.58800000000001,57.5816,100,83.3334,90,1,0.734,0,0,0,0,NA,NA,0,0,NA,NA,9965.725311,Upper-Middle Income Countries
Malawi,MWI,2016,2016,L,53.06403072240261,55.46583333333335,74.44446667,5.55,1,6.110371629675757,16.66072530213321,44.7,2,5,0.536,0.44,0.339,0.416,0.321,0.437,0.968,0.73,1.15,1.063,0.774,0.823,17205253,90,46.36666666666667,72.28749999999998,48.675,20,Low income,Sub-Saharan Africa,1,2.25,61.20075,40.87057142857143,51.89666666666667,55.25450000000001,53.6384,43.41549999999999,62.30685714285715,21.40785714285715,30.3995,55.001,97.72842857142857,99.00633333333332,NA,63.2928,59.76472727272728,51.59059999999999,50,93.3334,80,1,0.536,0,0,1,0,2009,2017,0,0,NA,NA,450.5061055,Low Income Countries
Malaysia,MYS,2016,2016,UM,66.9141025210084,61.34041666666666,77.77776667,6.54,1,9.15657392692376,17.23927315269491,NA,1,3,0.329,0.205,0.234,0.254,0.233,0.341,0.089,0.353,-0.264,0.064,0.408,0.327,30684652,86.6,46.233333333333334,72.91874999999999,55.95,45,Upper middle income,East Asia & Pacific,1,98.615,47.71675,80.27607142857143,83.20133333333334,51.008,74.452,68.20125,75.41685714285714,73.68400000000001,47.4385,72.97033333333333,72.99871428571429,77.634,64.56566666666667,31.1526,57.70666666666667,60.502,70,83.3333,80,0,0.328,0,0,0,1,2017,2019,0,0,NA,NA,9476.534098,Upper-Middle Income Countries
Namibia,NAM,2016,2016,UM,64.26822633053223,49.53708333333333,58.88893333,6.31,1,8.38837928524842,14.673343019786616,NA,2,7,0.722,0.592,0.451,0.567,0.489,0.778,1.183,1.065,0.811,1.277,0.685,0.856,2358044,70,43.3,70.94375000000001,33.44166666666667,30,Upper middle income,Sub-Saharan Africa,1,64.938,45.53542857142858,43.0815,75.89325000000001,83.53450000000001,57.53879999999999,43.55225,66.21885714285713,41.83642857142856,5.493,79.87933333333335,83.05716666666667,87.17266666666667,79.61216666666667,87.2092,69.9491,78.05820000000001,40,76.6668,60,1,0.712,0,0,0,0,NA,NA,0,0,NA,NA,4395.687762,Upper-Middle Income Countries
Niger,NER,2016,2016,L,46.29717259199134,53.627916666666664,71.11113333,3.96,0,6.220006451856864,16.849924408979398,NA,2,5,0.579,0.455,0.367,0.519,0.392,0.519,1.039,0.632,1.133,1.387,0.754,0.878,20788789,100,42.333333333333336,67.90624999999999,32.9,25,Low income,Sub-Saharan Africa,1,8.991,50.016,34.32921428571429,6.79425,29.284,42.5884,14.1995,69.93342857142856,11.15614285714286,75.485,33.19975,97.156,99.51666666666668,NA,65.34299999999999,46.9809090909091,55.78149999999999,40,93.3334,80,1,0.569,0,0,0,0,NA,NA,1,0,2016,2024,502.7064754,Low Income Countries
Nigeria,NGA,2016,2016,LM,53.76392492066756,56.11708333333334,67.77776667,4.5,0,7.6355032547899855,19.04104346689593,NA,2,6,0.562,0.398,0.376,0.43,0.328,0.44,0.997,0.703,1,1.19,0.902,0.901,185960244,100,45.9,53.86875000000001,40.81666666666667,40,Lower middle income,Sub-Saharan Africa,1,42.6665,54.748875,24.56215384615384,39.595,35.5425,55.8302,27.86475,65.799,29.08371428571429,70.35650000000001,26.43325,95.37357142857142,97.80966666666666,61.56433333333334,78.91579999999999,38.62790909090909,69.21300000000001,40,83.3333,80,1,0.557,0,0,0,0,NA,NA,0,0,NA,NA,2070.412734,Lower-Middle Income Countries
Nicaragua,NIC,2016,2016,LM,63.40445882352941,47.51791666666667,70,4.81,0,7.664669566810218,15.65669015162528,NA,1,3,0.31,0.122,0.18,0.131,0.166,0.29,-0.319,0.12,-1.616,-0.029,0.434,0.514,6303970,90,12.7,66.93125,37.958333333333336,30,Lower middle income,Latin America & Caribbean,1,70.263,49.53825,74.93685714285714,73.40675,78.812,66.315,57.57650000000001,65.991,24.16457142857143,23.662,66.1645,88.20957142857142,96.41333333333334,58.93716666666666,69.51660000000001,55.70209999999999,58.2666,60,80,70,0,0.309,0,0,0,0,NA,NA,1,0,2006,2024,2131.688285,Lower-Middle Income Countries
Netherlands,NLD,2016,2016,H,77.88946486748546,78.47416666666666,NA,8.8,1,10.75382071209568,16.650505490519393,28.2,3,9,0.882,0.835,0.64,0.815,0.81,0.973,1.783,1.652,2.019,1.446,0.923,0.959,17030314,100,61.66666666666667,63.26250000000001,67.44166666666666,100,High income,Europe & Central Asia,1,99.29,70.34675000000001,95.11653846153844,99.48466666666668,82.2775,90.1104,70.11025000000001,81.93114285714286,92.6185714285714,93.7015,96.09025,38.639,39.9225,52.70183333333333,68.063,90.345,63.372,NA,NA,NA,1,0.88,0,0,0,0,NA,NA,0,0,NA,NA,46808.52915,High Income Countries
Norway,NOR,2016,2016,H,81.16884877328553,77.82208333333334,NA,9.93,1,11.168565253916116,15.470785516499024,28.5,3,9,0.895,0.864,0.646,0.867,0.85,0.966,1.93,1.573,2.111,1.895,0.91,0.979,5234519,100,62.59999999999999,66.09375,70.41666666666667,90,High income,Europe & Central Asia,1,98.75,65.721625,97.00723076923076,97.89666666666666,87.17200000000001,83.2128,98.716,82.53328571428573,90.62714285714286,98.279,97.73725,40.82928571428572,29.99933333333334,72.4995,60.94580000000001,90.7529090909091,87.1906,NA,NA,NA,1,0.896,0,0,0,0,NA,NA,0,0,NA,NA,70867.361,High Income Countries
Nepal,NPL,2016,2016,L,63.51061594967533,47.56833333333334,70.00003333,4.86,0,6.776799372315994,17.12105680170249,NA,2,6,0.662,0.556,0.372,0.44,0.443,0.65,1.191,0.96,1.513,1.167,0.857,0.886,27263430,60,42.766666666666666,67.89999999999999,42.175,25,Lower middle income,South Asia,1,70.027,59.908,54.09407142857143,85.8415,36.31725,66.527,45.9115,67.00942857142857,30.888,80.2225,49.314,93.53571428571428,98.033,NA,69.526,55.53409090909091,53.4808,50,90.0001,70,1,0.661,0,0,1,0,2014,2016,0,0,NA,NA,877.2564547,Low Income Countries
New Zealand,NZL,2016,2016,H,76.27077335633116,78.96291666666667,NA,9.26,1,10.598405555763708,15.366068575660083,NA,3,9,0.889,0.837,0.691,0.763,0.789,0.969,1.779,1.609,1.688,1.618,0.88,0.947,4714100,100,91.76666666666668,62.20625,65.84166666666667,75,High income,East Asia & Pacific,1,NA,57.925375,92.9515,94.62266666666666,80.94825,86.7872,84.677,82.41142857142857,85.60228571428571,76.25,98.17525,43.97785714285715,70.03733333333334,55.45849999999999,48.37519999999999,92.35872727272728,69.77380000000001,NA,NA,NA,1,0.887,0,0,0,0,NA,NA,0,0,NA,NA,40070.89566,High Income Countries
Oman,OMN,2016,2016,H,63.40295246031747,41.24333333333334,NA,3.04,0,9.74742945683059,15.314958812330213,NA,0,0,0.175,0.139,0.123,0.073,0.183,0.717,-0.29,0.536,-0.183,-0.792,0.225,0.125,4479217,70,17,43.3,40.91666666666667,35,High income,Middle East & North Africa,1,NA,58.289375,82.20814285714286,89.01575000000001,32.60325,41.4942,66.86449999999999,77.65433333333334,57.21885714285715,NA,66.59975,68.06942857142857,36.19933333333334,78.30566666666667,57.59,75.6682,63.26349999999999,NA,NA,NA,0,0.175,0,0,0,0,NA,NA,0,0,NA,NA,17110.18975,High Income Countries
Pakistan,PAK,2016,2016,LM,55.77851862892011,56.58333333333333,75.55556667,4.33,0,7.261710656650579,19.13182183864119,NA,1,3,0.432,0.26,0.267,0.302,0.152,0.347,0.537,0.597,0.097,0.533,0.544,0.698,203631356,100,43.06666666666666,64.75,40.099999999999994,35,Lower middle income,South Asia,1,73.4255,41.920375,43.02192307692307,52.42025000000001,25.39,47.2968,53.581,58.471,29.381,84.429,38.05475,88.05314285714287,96.6515,63.45066666666667,66.1962,43.81690909090909,42.6748,70,96.6667,60,0,0.428,0,0,0,0,NA,NA,1,0,2015,2024,1424.691612,Lower-Middle Income Countries
