country_name,country_code,year,year_fct,income_level,sdg_overall,spi_comp,sci_overall,di_score,di_reg_type_2,log_gdppc,log_pop,gini_score,regime_type_4,regime_type_10,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income_spi,region_spi,weights_spi,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sci_method,sci_periodicity,sci_source,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,income_level_lab
Guinea,GIN,2007,2007,L,48.92225350140055,NA,61.11111111,NA,NA,6.4772009141544675,16.068712005713827,39.4,1,3,0.269,0.117,0.2,0.114,0.16,0.071,-0.235,-0.13,-0.587,0.069,0.351,0.58,9518159,20,NA,47.225,NA,NA,Lower middle income,Sub-Saharan Africa,1,22.682,59.80800000000001,21.3285,11.33425,29.95625,45.396,18.48225,65.7227142857143,12.70242857142857,56.0205,61.613,96.3666,98.55366666666669,63.26150000000001,73.247,45.4449,49.75874999999999,30,93.33333,60,0,0.265,0,0,0,0,NA,NA,0,0,NA,NA,650.1485753,Low Income Countries
Gambia,GMB,2007,2007,L,49.54744369747899,NA,62.22222222,NA,NA,6.585794214253622,14.310112892952247,NA,1,3,0.243,0.114,0.147,0.071,0.176,0.184,-0.375,0.088,-0.651,-0.597,0.504,0.211,1639846,20,NA,54.9875,NA,NA,Low income,Sub-Saharan Africa,1,24.998,43.53885714285714,34.75085714285715,27.74275,22.06525,59.4576,27.301,62.79542857142857,17.898,22.1125,60.706,96.444,98.998,63.4555,82.6466,44.61969999999999,52.7765,30,76.66667,80,0,0.243,0,0,0,0,NA,NA,0,0,NA,NA,724.7264072,Low Income Countries
Guinea-Bissau,GNB,2007,2007,L,45.5771157940099,NA,34.44444444,NA,NA,6.25203834387516,14.160195407145176,NA,1,4,0.452,0.278,0.197,0.256,0.245,0.488,0.471,0.707,0.028,0.434,0.662,0.636,1411545,20,NA,39.8,NA,NA,Low income,Sub-Saharan Africa,1,18.885,44.89671428571428,17.12969230769231,6.93425,35.86975,32.64275,2.06725,70.37533333333333,12.43371428571429,70.4975,38.5395,94.4795,99.5975,71.57939999999999,60.141,54.14371428571428,44.59840000000001,20,63.33333,20,0,0.449,0,0,0,0,NA,NA,0,0,NA,NA,519.0697898,Low Income Countries
Greece,GRC,2007,2007,H,73.27692613318054,NA,NA,NA,NA,10.255578695442416,16.217802786333664,34,3,9,0.898,0.808,0.613,0.767,0.812,0.952,1.765,1.61,1.367,1.748,0.874,0.964,11048473,40,NA,46.075,NA,NA,High income,Europe & Central Asia,1,99.3975,69.033625,88.46121428571428,97.60533333333336,50.34650000000001,85.27040000000001,69.668,73.43214285714285,55.56700000000001,79.2825,94.41125,53.27200000000001,64.10166666666667,60.78066666666667,73.70779999999999,75.37354545454546,55.9966,NA,NA,NA,1,0.895,0,0,0,0,NA,NA,0,0,NA,NA,28440.76253,High Income Countries
Guatemala,GTM,2007,2007,LM,55.27996197478992,NA,80,NA,NA,7.80743510610233,16.416496348158827,NA,2,6,0.573,0.396,0.344,0.39,0.233,0.589,0.878,0.886,0.645,0.884,0.818,0.756,13477017,30,NA,70.08749999999999,NA,NA,Upper middle income,Latin America & Caribbean,1,67.473,39.621625,61.8907142857143,74.36225,34.2705,65.60260000000001,49.98675,65.95185714285715,18.31642857142857,11.831,58.4435,90.18542857142856,95.89733333333334,56.61716666666667,51.5216,41.96400000000001,55.8236,40,100,100,1,0.568,0,0,1,0,1984,2008,0,0,NA,NA,2458.815739,Lower-Middle Income Countries
Guyana,GUY,2007,2007,LM,64.21073429383118,NA,54.44444444,NA,NA,8.190988382456794,13.52312008503797,NA,2,6,0.584,0.377,0.356,0.327,0.401,0.657,0.783,0.91,-0.168,0.884,0.724,0.731,746477,20,NA,56.04375,NA,NA,High income,Latin America & Caribbean,1,91.7945,57.0975,55.08407142857143,81.04150000000001,58.66325000000001,66.1805,57.975,70.7475,15.6215,NA,79.67466666666667,87.31833333333334,58.87050000000001,42.0162,92.5625,57.95772727272727,54.76650000000001,40,83.33333,40,1,0.582,0,0,0,0,NA,NA,0,0,NA,NA,3608.286852,Lower-Middle Income Countries
Honduras,HND,2007,2007,LM,57.6092402088108,NA,66.66666667,NA,NA,7.363747386215286,15.870726003218149,55.8,2,5,0.515,0.317,0.316,0.414,0.224,0.434,0.622,0.625,-0.37,1.008,0.943,0.805,7808520,40,NA,68.61874999999999,NA,NA,Lower middle income,Latin America & Caribbean,1,55.724,46.13025,65.38235714285716,59.804,58.56475,63.5568,52.45725,63.56328571428571,19.12414285714286,10.141,57.85125,90.5172857142857,95.84533333333331,64.95483333333333,70.7904,43.71854545454546,61.2316,50,70,80,1,0.524,0,0,0,0,NA,NA,1,0,2006,2010,1577.737892,Lower-Middle Income Countries
Croatia,HRV,2007,2007,UM,74.1024631652661,NA,87.77777778,NA,NA,9.529347088352,15.276498808840351,NA,2,6,0.789,0.643,0.496,0.565,0.655,0.874,1.263,1.197,0.832,1.223,0.911,0.899,4310217,30,NA,51.26875,NA,NA,High income,Europe & Central Asia,1,99.119,67.992,83.30399999999999,96.71675,53.496,87.2082,75.62049999999999,79.10914285714284,45.243428571428574,85.31700000000001,91.736,65.22628571428571,79.87366666666667,65.29,60.8544,69.41350000000001,54.222,80,93.33333,90,1,0.787,0,0,1,0,1992,2010,0,0,NA,NA,13757.60565,Upper-Middle Income Countries
Haiti,HTI,2007,2007,L,48.98408710847975,NA,38.88888889,NA,NA,6.892201933753528,16.06631128864823,NA,1,4,0.453,0.292,0.254,0.313,0.138,0.323,0.619,0.459,0.633,0.787,0.722,0.846,9495336,20,NA,44.375,NA,NA,Lower middle income,Latin America & Caribbean,1,38.2915,45.695875,33.96635714285714,73.431,32.682,48.9136,18.22525,53.67057142857143,17.19766666666667,47.251,43.58175,93.7774,98.72933333333332,61.3652,41.377,39.83072727272727,44.74325,20,66.66667,30,0,0.446,0,0,1,0,2006,2007,0,0,NA,NA,984.5669834,Low Income Countries
Hungary,HUN,2007,2007,H,77.63676209155429,NA,NA,NA,NA,9.54258291030777,16.123658151526826,27.9,3,8,0.855,0.768,0.634,0.609,0.698,0.935,1.5,1.434,1.318,1.366,0.955,0.951,10055780,40,NA,44.34375,NA,NA,High income,Europe & Central Asia,1,98.5795,66.109125,77.33146153846154,95.826,59.987,86.3142,71.537,79.74357142857143,51.90571428571428,99.4365,94.527,67.773,80.20666666666668,NA,86.27420000000001,72.29145454545454,54.3458,NA,NA,NA,1,0.853,0,0,0,0,NA,NA,1,0,2006,2024,13940.90928,High Income Countries
Indonesia,IDN,2007,2007,LM,60.17930903361344,NA,90,NA,NA,7.508359317605064,19.263859729121553,33.2,2,6,0.71,0.545,0.463,0.637,0.459,0.852,1.301,1.388,0.811,1.183,0.728,0.848,232374239,40,NA,63.98750000000001,NA,NA,Upper middle income,East Asia & Pacific,1,49.062,53.349125,55.04164285714286,89.53500000000001,52.06724999999999,61.33199999999999,43.1905,67.6497142857143,25.75185714285715,66.23,52.87925,89.09971428571428,93.82533333333332,58.50166666666667,41.5276,66.5698,57.43579999999999,90,100,80,1,0.709,0,0,0,0,NA,NA,0,0,NA,NA,1823.219763,Lower-Middle Income Countries
India,IND,2007,2007,LM,53.87918375350142,NA,78.88888889,NA,NA,6.9294062724867285,20.89149647389272,NA,2,6,0.719,0.57,0.477,0.654,0.461,0.841,1.312,1.307,1.113,1.135,0.656,0.894,1183209471,40,NA,58.02499999999999,NA,NA,Lower middle income,South Asia,1,35.5525,48.21225000000001,47.45092857142858,75.02349999999998,26.42825,47.972,47.8235,67.93014285714287,37.24042857142857,40.2815,56.54200000000001,87.30885714285715,96.24,55.86966666666666,46.1244,49.3562,50.59,90,66.66667,80,1,0.722,0,0,0,0,NA,NA,1,0,2000,2024,1021.887077,Lower-Middle Income Countries
Ireland,IRL,2007,2007,H,75.43821672396231,NA,NA,NA,NA,11.025106764875945,15.296874615429203,31.9,3,9,0.896,0.822,0.643,0.735,0.784,0.948,1.733,1.511,1.488,1.754,0.915,0.978,4398942,40,NA,45.925,NA,NA,High income,Europe & Central Asia,1,99.8645,69.142875,89.324,99.18566666666668,68.388,84.9096,68.06675,81.47057142857143,77.06499999999998,86.6155,95.89,29.63316666666667,48.17666666666667,66.03933333333333,72.547,88.67445454545455,57.4566,NA,NA,NA,1,0.896,0,0,0,0,NA,NA,0,0,NA,NA,61396.41746,High Income Countries
"Iran, Islamic Rep.",IRN,2007,2007,LM,63.06406148459384,NA,80,NA,NA,8.45275955288496,18.082918339422346,NA,1,3,0.173,0.12,0.044,0.176,0.178,0.239,-0.372,0.021,0.068,-0.619,0.146,0.221,71336476,40,NA,64.47500000000001,NA,NA,Upper middle income,Middle East & North Africa,1,93.8065,65.956,70.90357142857144,69.24674999999999,40.5635,55.28679999999999,63.185,67.94228571428572,29.06042857142857,28.415,68.48666666666666,82.91314285714286,78.077,76.2455,68.8654,61.3909,51.74460000000001,70,90,80,0,0.174,0,0,0,0,NA,NA,0,0,NA,NA,4687.991663,Lower-Middle Income Countries
Iraq,IRQ,2007,2007,LM,59.85327577030813,NA,45.55555556,NA,NA,8.04846558067251,17.144540104701548,NA,1,3,0.436,0.264,0.271,0.342,0.238,0.429,0.64,0.666,0.722,0.582,0.464,0.664,27911242,20,NA,64.51875,NA,NA,Upper middle income,Middle East & North Africa,1,96.2365,41.89828571428571,54.35771428571428,59.27600000000001,31.0475,36.62260000000001,64.41875,63.22166666666667,16.94142857142857,94.0755,48.66175,85.58714285714288,89.0495,65.45660000000001,38.77775,64.1375,67.7395,20,56.66667,60,0,0.433,0,0,1,0,2003,2007,0,0,NA,NA,3128.990103,Lower-Middle Income Countries
Iceland,ISL,2007,2007,H,74.36295651260504,NA,NA,NA,NA,11.14902054390716,12.6493664727763,29.5,3,9,0.877,0.789,0.625,0.738,0.805,0.95,1.616,1.497,1.034,1.677,0.927,0.949,311566,20,NA,41.40625,NA,NA,High income,Europe & Central Asia,1,99.8655,59.269375,93.94085714285714,95.93866666666668,81.52333333333333,63.8708,98.75425,69.3966,75.60799999999999,92.4955,97.63725,30.71142857142857,47.75,57.1472,35.6595,97.902,66.7,NA,NA,NA,1,0.876,0,0,0,0,NA,NA,0,0,NA,NA,69495.72674,High Income Countries
Israel,ISR,2007,2007,H,69.16715931372549,NA,NA,NA,NA,10.1517500388207,15.78682386850402,41.1,3,9,0.764,0.69,0.493,0.622,0.632,0.917,1.438,1.39,1.816,1.075,0.947,0.867,7180100,40,NA,40.0375,NA,NA,High income,Middle East & North Africa,1,98.001,63.186125,90.79166666666669,91.20033333333332,62.893,67.3246,71.83375000000001,78.43766666666667,76.88442857142857,60.845,95.6485,62.38014285714286,68.51766666666667,36.7968,38.046,67.25242857142857,45.8026,NA,NA,NA,1,0.761,0,0,0,0,NA,NA,0,0,NA,NA,25635.92684,High Income Countries
Italy,ITA,2007,2007,H,74.60657167685255,NA,NA,NA,NA,10.546182425769224,17.883482225879686,32.9,3,8,0.867,0.787,0.686,0.806,0.792,0.92,1.736,1.425,1.603,1.848,0.958,0.948,58438310,40,NA,47.125,NA,NA,High income,Europe & Central Asia,1,98.596,71.17812500000001,90.69907142857144,99.18625,55.5675,76.69879999999999,70.92275,75.23357142857142,66.74485714285713,84.2695,91.032,57.93585714285714,69.98233333333333,56.43066666666667,78.9144,64.19163636363636,60.7284,NA,NA,NA,1,0.866,0,0,0,0,NA,NA,0,0,NA,NA,38031.97095,High Income Countries
Jamaica,JAM,2007,2007,UM,66.40243961675579,NA,76.66666667,NA,NA,8.458819336285517,14.833718323511532,NA,2,6,0.77,0.65,0.503,0.625,0.584,0.788,1.376,1.283,0.976,1.392,0.952,0.912,2768229,40,NA,61.11249999999999,NA,NA,Upper middle income,Latin America & Caribbean,1,92.997,58.055625,73.50900000000001,89.57966666666665,66.27225,70.3802,60.53875,72.20671428571428,31.19471428571429,25.617,73.62066666666668,84.89257142857143,88.14033333333333,56.18640000000001,51.73479999999999,64.31818181818183,69.5976,60,90,80,1,0.767,0,0,0,0,NA,NA,0,0,NA,NA,4716.486125,Upper-Middle Income Countries
Jordan,JOR,2007,2007,LM,64.66608652915711,NA,71.11111111,NA,NA,7.826525332795995,15.648938063718097,NA,0,0,0.23,0.207,0.092,0.201,0.185,0.337,0.228,0.321,0.459,0.179,0.36,0.468,6255290,20,NA,64.60625,NA,NA,Lower middle income,Middle East & North Africa,1,98.492,44.823,75.82449999999999,60.12100000000001,33.17025,41.2516,67.56825,55.09314285714287,31.42714285714286,76.5795,56.63325,86.65114285714286,87.67833333333333,90.88125,49.36199999999999,72.2009090909091,71.56620000000001,70,73.33333,70,0,0.232,0,0,0,0,NA,NA,0,0,NA,NA,2506.205995,Lower-Middle Income Countries
Japan,JPN,2007,2007,H,76.99215851942175,NA,NA,NA,NA,10.485117093974472,18.667548634353373,NA,3,9,0.853,0.776,0.558,0.76,0.775,0.929,1.591,1.458,1.687,1.401,0.654,0.926,128001000,40,NA,51.1875,NA,NA,High income,East Asia & Pacific,1,99.035,73.067375,92.16392307692308,98.39833333333333,53.58049999999999,81.1412,70.64625000000001,86.49885714285713,88.31514285714286,77.8435,86.74433333333333,56.25042857142858,71.18599999999999,56.75083333333333,59.401,92.0208181818182,65.8232,NA,NA,NA,1,0.852,0,0,0,0,NA,NA,0,0,NA,NA,35779.02454,High Income Countries
Kazakhstan,KAZ,2007,2007,UM,65.9858967032967,NA,95.55555556,NA,NA,8.771748477484183,16.555330190499465,30.1,1,3,0.242,0.125,0.081,0.096,0.192,0.223,-0.308,0.041,-0.737,-0.179,0.235,0.351,15484192,40,NA,69.71875,NA,NA,Upper middle income,Europe & Central Asia,1,95.9205,48.96985714285714,61.54346153846154,95.4,68.3295,71.6654,59.84725,64.76285714285714,18.72928571428572,89.3695,73.34325000000001,75.18328571428572,56.415,NA,60.9726,57.93300000000001,57.38959999999999,90,96.66667,100,0,0.242,0,0,0,0,NA,NA,0,0,NA,NA,6449.439311,Upper-Middle Income Countries
Kenya,KEN,2007,2007,L,54.22060462184874,NA,62.22222222,NA,NA,6.733641672016366,17.47150347957899,NA,1,3,0.51,0.354,0.296,0.442,0.31,0.42,0.758,0.382,0.945,1.063,0.826,0.859,38705934,20,NA,68.69375000000001,NA,NA,Lower middle income,Sub-Saharan Africa,1,35.0655,48.65925,34.43178571428571,80.205,45.7955,45.5078,24.8625,71.099,21.53314285714286,23.2395,59.08450000000001,95.076,98.58,67.35600000000001,59.44739999999999,52.0834,59.724,40,86.66667,60,0,0.514,-1,0,0,0,NA,NA,0,1,2008,2008,840.2014395,Low Income Countries
Kyrgyz Republic,KGZ,2007,2007,L,66.95792901785714,NA,91.11111111,NA,NA,6.581708809087435,15.477237269107029,33.9,1,3,0.322,0.173,0.19,0.204,0.229,0.194,0.014,0.046,-0.178,0.25,0.606,0.545,5268400,40,NA,68.09375,NA,NA,Lower middle income,Europe & Central Asia,1,69.0245,59.806,62.62378571428571,73.045,55.6055,64.5614,74.70625000000001,64.70014285714286,15.32757142857143,76.861,68.4075,91.79971428571427,96.228,NA,66.1674,59.9405,72.5226,80,93.33333,100,0,0.318,0,0,1,0,2005,2018,0,0,NA,NA,721.771646,Low Income Countries
Cambodia,KHM,2007,2007,L,53.36814689754689,NA,72.22222222,NA,NA,6.595360063699241,16.431442034480263,NA,1,3,0.319,0.122,0.186,0.194,0.116,0.275,-0.034,0.325,-0.945,0.101,0.389,0.431,13679953,20,NA,69.13125,NA,NA,Lower middle income,East Asia & Pacific,1,NA,56.19749999999999,44.50985714285714,47.4545,37.05175,51.17100000000001,27.40475,68.38928571428572,17.71742857142857,NA,51.53933333333333,93.01157142857144,98.471,63.7105,38.7314,56.85972727272728,48.30260000000001,70,86.66667,60,0,0.319,0,0,0,0,NA,NA,0,0,NA,NA,731.6922951,Low Income Countries
South Korea,KOR,2007,2007,H,73.455599822236607,NA,NA,NA,NA,10.089403078279735,17.70085355624111,NA,3,9,0.84,0.766,0.59,0.784,0.739,0.943,1.641,1.564,1.417,1.456,0.84,0.955,48683638,20,NA,60.2,NA,NA,High income,East Asia & Pacific,1,99.2015,80.57612499999999,85.7203076923077,96.6095,57.00625,68.2702,69.7245,85.17957142857142,84.68457142857143,67.83449999999999,82.569,66.46757142857143,67.296,56.0435,49.4248,77.93090000000001,54.2064,NA,NA,NA,1,0.843,0,0,0,0,NA,NA,0,1,2008,2013,24086.41044,High Income Countries
Kuwait,KWT,2007,2007,H,56.22138711640211,NA,NA,NA,NA,10.730059535758835,14.7334103945348,NA,0,1,0.323,0.292,0.106,0.307,0.253,0.727,0.545,0.749,1.006,0.346,0.509,0.693,2504026,20,NA,41.425,NA,NA,High income,Middle East & North Africa,1,NA,63.986875,80.218,95.48775,47.7595,46.6118,68.29225,67.93557142857144,42.03985714285715,NA,57.78799999999999,37.18071428571429,19.40266666666666,43.08480000000001,43.202,76.85322222222223,53.4778,NA,NA,NA,0,0.325,0,0,0,0,NA,NA,0,0,NA,NA,45709.41329,High Income Countries
Laos,LAO,2007,2007,L,53.52382797619048,NA,68.88888889,NA,NA,6.547248737697833,15.59805267764272,35.4,0,0,0.09,0.078,0.093,0.039,0.098,0.144,-1.138,-0.47,-0.246,-1.459,0.042,0.019,5944950,40,NA,60.31875,NA,NA,Lower middle income,East Asia & Pacific,1,34.863,54.68375,34.98407142857143,37.8175,48.381,55.4884,44.11025000000001,74.27816666666666,15.94342857142857,70.74799999999999,55.619,93.4537142857143,98.36866666666668,NA,38.488,41.6978,57.45649999999999,50,86.66667,70,0,0.091,0,0,0,0,NA,NA,0,0,NA,NA,697.3230137,Low Income Countries
Lebanon,LBN,2007,2007,UM,61.39498526179703,NA,48.88888889,NA,NA,8.541936163714148,15.377300523650185,NA,1,3,0.449,0.26,0.236,0.342,0.284,0.323,0.56,0.532,0.08,0.867,0.679,0.762,4767347,20,NA,62.43124999999999,NA,NA,Lower middle income,Middle East & North Africa,1,98.941,53.42185714285714,73.66569230769231,79.33449999999999,36.889,62.6412,58.50966666666667,59.77800000000001,36.699,84.4435,28.845,80.27,86.95433333333334,61.2684,50.07100000000001,55.67440000000001,36.3082,30,76.66667,40,0,0.444,0,0,1,0,2000,2011,0,0,NA,NA,5125.2581,Upper-Middle Income Countries
Liberia,LBR,2007,2007,L,46.73769896867838,NA,22.22222222,NA,NA,5.924820632784782,15.057331306704423,36.4,2,6,0.653,0.504,0.355,0.596,0.407,0.618,1.191,0.865,1.044,1.523,0.773,0.902,3461911,20,NA,49.425,NA,NA,Low income,Sub-Saharan Africa,1,13.11,43.13100000000001,27.98928571428571,38.59925,26.48925,50.1234,14.40675,61.53057142857143,8.844857142857142,67.1365,37.67933333333334,96.915,99.50866666666668,84.304,49.0882,40.79381818181818,34.89100000000001,10,56.66667,0,1,0.662,0,0,1,0,2005,2007,0,0,NA,NA,374.2113081,Low Income Countries
Sri Lanka,LKA,2007,2007,LM,63.54640231092438,NA,77.77777778,NA,NA,7.364315518811594,16.803313678707923,NA,1,3,0.378,0.243,0.206,0.192,0.271,0.497,0.221,0.659,-0.031,-0.202,0.542,0.404,19842044,40,NA,68.4,NA,NA,Lower middle income,South Asia,1,76.6285,59.883875,74.91599999999998,74.57075,47.68675,48.51700000000001,53.58875,77.42342857142857,22.91242857142857,53.911,67.73566666666666,86.26585714285714,96.995,68.81683333333334,53.01219999999999,58.78979999999999,58.63500000000001,60,73.33333,100,0,0.373,0,0,0,0,NA,NA,0,0,NA,NA,1578.634511,Lower-Middle Income Countries
Lesotho,LSO,2007,2007,LM,49.24053058035714,NA,61.11111111,NA,NA,6.758313320090948,14.502099278766972,NA,2,6,0.573,0.423,0.341,0.367,0.463,0.637,0.811,0.878,0.452,0.797,0.618,0.692,1986926,20,NA,50.46875000000001,NA,NA,Lower middle income,Sub-Saharan Africa,1,16,49.279625,18.34464285714285,39.9745,58.32749999999999,40.72475,16.9685,44.1685,12.94514285714286,16.0565,65.68266666666666,98.98466666666668,97.38,NA,75.01266666666668,55.54142857142858,82.4574,40,83.33333,60,1,0.577,0,0,0,0,NA,NA,0,0,NA,NA,861.1884209,Lower-Middle Income Countries
Lithuania,LTU,2007,2007,UM,74.3931452890247,NA,NA,NA,NA,9.41695781877407,14.98839323416744,34.8,3,8,0.825,0.765,0.587,0.751,0.739,0.896,1.547,1.308,1.656,1.463,0.961,0.956,3231294,40,NA,42.40625,NA,NA,High income,Europe & Central Asia,1,98.3345,57.84500000000001,74.10192857142859,98.813,67.88425,78.8644,76.26950000000001,73.84314285714287,43.18457142857142,76.5935,92.735,56.82842857142857,78.55066666666666,67.9656,90.0352,84.11118181818182,48.7236,NA,NA,NA,1,0.823,0,0,0,0,NA,NA,0,0,NA,NA,12295.12128,Upper-Middle Income Countries
Luxembourg,LUX,2007,2007,H,71.7594467870671,NA,NA,NA,NA,11.585016521588,13.081526799444402,31.1,3,9,0.873,0.789,0.64,0.816,0.821,0.946,1.692,1.479,1.435,1.715,0.944,0.961,479993,20,NA,40.87499999999999,NA,NA,High income,Europe & Central Asia,1,99.6825,60.92887500000001,91.08871428571427,91.98066666666666,67.18900000000001,79.0112,58.653,73.20983333333334,78.13928571428572,88.0545,96.7455,10.73728571428571,33.33333333333334,NA,59.2136,91.66445454545456,68.51939999999999,NA,NA,NA,1,0.871,0,0,0,0,NA,NA,0,0,NA,NA,107475.3203,High Income Countries
Latvia,LVA,2007,2007,UM,75.00129204227143,NA,NA,NA,NA,9.50084188731083,14.604115634690672,37.5,2,7,0.794,0.69,0.574,0.619,0.659,0.832,1.382,1.191,0.95,1.487,0.953,0.942,2200325,40,NA,41.0125,NA,NA,High income,Europe & Central Asia,1,98.454,63.65125,72.0565,98.653,68.414,90.7412,81.59174999999999,80.92771428571429,40.34542857142856,63.103,91.68575,60.88071428571428,77.28066666666666,74.8685,91.5792,77.32009090909092,43.4692,NA,NA,NA,1,0.789,0,0,0,0,NA,NA,0,0,NA,NA,13370.97895,Upper-Middle Income Countries
Morocco,MAR,2007,2007,LM,62.74243963585435,NA,82.22222222,NA,NA,7.921385380643167,17.254763551235502,NA,0,0,0.258,0.228,0.134,0.225,0.182,0.427,0.36,0.365,0.615,0.358,0.577,0.558,31163670,30,NA,67.69375,NA,NA,Lower middle income,Middle East & North Africa,1,79.1545,51.26275,60.1395,57.12075,31.714,52.4884,60.8045,69.37085714285715,28.66857142857143,48.6895,78.28975000000001,90.71942857142858,95.34833333333334,66.93183333333333,67.9812,64.4138,63.52380000000001,80,86.66667,80,0,0.259,0,0,0,0,NA,NA,0,0,NA,NA,2755.585938,Lower-Middle Income Countries
Moldova,MDA,2007,2007,LM,71.2157818452381,NA,86.66666667,NA,NA,7.333817591436968,14.871016648081085,34.4,1,3,0.434,0.346,0.256,0.259,0.333,0.451,0.507,0.57,0.786,0.295,0.681,0.607,2873429,40,NA,54.29375,NA,NA,Upper middle income,Europe & Central Asia,1,92.463,41.01157142857143,67.58635714285715,88.32675,69.92725,68.8338,68.259,63.70128571428571,22.05214285714286,75.0005,82.90833333333335,80.33728571428571,92.62433333333333,NA,79.67999999999999,64.3201,82.42080000000001,90,90,80,0,0.431,0,0,0,0,NA,NA,0,0,NA,NA,1531.216186,Lower-Middle Income Countries
Madagascar,MDG,2007,2007,L,48.11692471988796,NA,65.55555556,NA,NA,6.039177944629365,16.78250996809533,NA,1,4,0.495,0.266,0.315,0.283,0.236,0.412,0.482,0.52,-0.348,0.816,0.793,0.759,19433520,30,NA,63.7625,NA,NA,Low income,Sub-Saharan Africa,1,4.2245,47.084125,35.41228571428572,26.294,45.54300000000001,40.3694,38.40375,68.86185714285715,6.943000000000001,52.8165,50.41825,96.64928571428572,99.37,67.13916666666667,46.673,43.86280000000001,47.9228,50,86.66667,60,0,0.488,0,0,0,0,NA,NA,0,0,NA,NA,419.5480014,Low Income Countries
Maldives,MDV,2007,2007,LM,62.89736960784313,NA,64.44444444,NA,NA,8.65836333641719,12.722399111881485,NA,0,1,0.31,0.13,0.142,0.168,0.25,0.311,-0.06,0.19,-0.27,-0.016,NA,0.454,335172,20,NA,55.31875000000001,NA,NA,Upper middle income,South Asia,1,65.7425,24.98716666666667,79.102,91.71975,41.1205,68.20475,59.88075,69.50033333333333,23.23083333333333,46.532,80.6655,76.09733333333334,93.89,64.36666666666666,38,77.526,68.6892,50,73.33333,70,0,0.304,0,0,1,0,2005,2009,0,0,NA,NA,5758.102869,Lower-Middle Income Countries
Mexico,MEX,2007,2007,UM,64.08899255793227,NA,70,NA,NA,9.223684216560674,18.50842146573874,NA,2,6,0.642,0.458,0.398,0.533,0.328,0.718,0.991,1.055,0.564,0.943,0.919,0.8,109170503,40,NA,71.08125,NA,NA,Upper middle income,Latin America & Caribbean,1,81.8485,59.69387500000001,77.40285714285714,93.55525,59.9115,68.78020000000001,66.1615,69.10414285714286,35.128,19.859,68.851,79.194,86.54766666666667,59.249,52.3824,55.57418181818182,56.26980000000001,70,90,50,1,0.637,0,0,0,0,NA,NA,0,0,NA,NA,10134.33271,Upper-Middle Income Countries
North Macedonia,MKD,2007,2007,LM,67.21970888798703,NA,74.44444444,NA,NA,8.343818679302647,14.530203453602956,NA,2,6,0.588,0.439,0.394,0.365,0.44,0.632,0.873,0.865,0.688,0.842,0.746,0.749,2043559,40,NA,47.74375,NA,NA,Upper middle income,Europe & Central Asia,1,91.35150000000002,55.40585714285714,74.28942857142859,66.25875,46.446,74.17240000000001,66.0065,59.89742857142858,33.44271428571428,39.01300000000001,85.02,74.89800000000001,88.243,NA,78.7594,73.93836363636365,68.373,70,83.33333,70,1,0.589,0,0,0,0,NA,NA,1,0,2005,2012,4204.113288,Lower-Middle Income Countries
Mali,MLI,2007,2007,L,50.28278422619047,NA,67.77777778,NA,NA,6.335334280194165,16.429356667321162,NA,2,6,0.609,0.412,0.408,0.495,0.41,0.54,1.009,0.832,0.066,1.425,0.86,0.921,13651455,20,NA,62.868750000000006,NA,NA,Low income,Sub-Saharan Africa,1,21.3685,45.9395,30.17678571428572,7.957000000000001,44.15575,50.0132,26.08475,69.958,11.255,57.506,52.9325,96.11542857142857,99.32033333333334,NA,85.3288,58.06700000000001,48.346,40,83.33333,80,1,0.611,0,0,0,0,NA,NA,1,0,2007,2013,564.1579583,Low Income Countries
Malta,MLT,2007,2007,H,70.59335091036415,NA,NA,NA,NA,9.875303461196408,12.915890101710632,29.2,2,7,0.789,0.609,0.547,0.661,0.684,0.855,1.192,1.203,0.211,1.383,0.929,0.885,406724,40,NA,37.4125,NA,NA,High income,Middle East & North Africa,1,99.5625,63.719375,88.37121428571429,98.45325,47.47125,55.963,69.95775,81.01650000000001,46.84857142857144,93.1995,96.34625,42.34457142857143,66.11500000000001,42.8205,80.15133333333334,72.00460000000001,55.7418,NA,NA,NA,1,0.784,0,0,0,0,NA,NA,0,0,NA,NA,19444.1875,High Income Countries
Myanmar (Burma),MMR,2007,2007,L,52.4713648013751,NA,57.77777778,NA,NA,6.038767369303946,17.719934342313348,NA,0,0,0.096,0.017,0.046,0.036,0.073,0,-1.251,-0.919,-1.838,-1.196,0.031,0.06,49621479,20,NA,55.10624999999999,NA,NA,Lower middle income,East Asia & Pacific,1,47.5195,53.544875,40.97764285714285,45.72375,47.32075,58.70219999999999,29.14925,54.34314285714287,12.282,59.9455,53.5385,94.887,98.811,50.907,51.141,59.06809090909092,34.152,50,83.33333,40,0,0.095,0,0,0,0,NA,NA,0,0,NA,NA,419.3757807,Low Income Countries
