"country_name","country_code","year","year_fct","income_level","sdg_overall","spi_comp","sci_overall","di_score","log_gdppc","population","gini","orig_country_text_id_ds1","regime_type_4","regime_type_10","elect_dem","lib_dem","part_dem","delib_dem","egal_dem","freefair","accountability","vt_account","hz_account","diag_account","academ_free","freexp_altinfo","orig_country_ds2","orig_iso3c_ds2","p1_use","p2_services","p3_products","p4_sources","p5_infra","income_spi","region_spi","weights_spi","orig_country_name_ds2","orig_country_name_ds3","orig_country_code_ds3","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal13","goal14","goal15","goal16","goal17","orig_country_name_ds4","orig_country_code_ds4","IQ.SCI.OVRL","IQ.SCI.MTHD","IQ.SCI.PRDC","IQ.SCI.SRCE","sci_method","sci_periodicity","sci_source","orig_country_name_ds5","orig_country_text_id_ds5","orig_country_id_ds5","regime_type_2","elect_dem_ert","regch_event","regch_genuine","dem_ep","dem_ep_pre_yr","dem_ep_start_yr","dem_ep_end_yr","aut_ep","aut_ep_pre_yr","aut_ep_start_yr","aut_ep_end_yr","orig_country_name_ds6","orig_country_code_ds6","gdp_pc","orig_country_code_ds7","income_level_lab","orig_country_name_ds7","orig_country_name_ds8","orig_country_code_ds8","orig_Entity_ds9","orig_Code_ds9","orig_country_name_ds9"
"Cuba","CUB",2008,2008,"UM",75.5093605555556,NA,NA,3.52,8.51441420661239,11236975,NA,"CUB",0,0,0.105,0.042,0.064,0.075,0.219,0.257,-1.158,-0.358,-1.044,-1.421,0.083,0.047,"Cuba","CUB",20,NA,45.81875,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,67.483125,82.6617857142857,97.03875,79.17325,70.3852,71.71625,90.10125,25.6767142857143,NA,85.34225,88.864,88.8645,71.2146666666667,57.7504,66.9506,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.105,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",4986.124365,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2009,2009,"UM",75.8930196825397,NA,NA,NA,8.53488284245936,11226711,NA,"CUB",0,0,0.167,0.051,0.075,0.087,0.239,0.254,-1.157,-0.357,-1.037,-1.424,0.083,0.047,"Cuba","CUB",20,NA,45.15,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,67.13075,83.0146428571429,97.33925,79.4395,70.8926,72.20175,90.47025,26.6292857142857,NA,85.27,89.9648333333333,89.9765,72.2306666666667,57.7004,66.7172,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.167,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",5089.235198,"CUB","Upper-Middle Income Countries","Cuba",NA,NA,NA,NA,NA
"Cuba","CUB",2010,2010,"UM",76.1560007936508,NA,NA,3.52,8.57021582565329,11225833,NA,"CUB",0,0,0.167,0.052,0.076,0.087,0.239,0.254,-1.156,-0.358,-1.019,-1.425,0.098,0.047,"Cuba","CUB",40,NA,43.05625,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,66.3845,83.6032142857143,97.02225,79.50175,71.2444,69.3435,89.69575,26.6767142857143,NA,85.03,90.106,88.9435,72.6491666666667,65.7212,67.0004,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.167,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",5272.267558,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2011,2011,"UM",76.12761,NA,NA,3.52,8.71677510287724,11236671,NA,"CUB",0,0,0.167,0.053,0.072,0.087,0.239,0.254,-1.157,-0.355,-1.026,-1.422,0.098,0.047,"Cuba","CUB",40,NA,42.19375,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,67.24175,84.2443571428572,94.49775,79.1115,70.942,72.678,88.9315,25.7061428571429,NA,84.83375,89.5881666666667,89.41,72.7741666666667,65.6712,66.8662,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.167,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",6104.461052,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2012,2012,"UM",76.8903707936508,NA,NA,3.52,8.77506070432636,11257112,NA,"CUB",0,0,0.167,0.053,0.072,0.091,0.239,0.254,-1.152,-0.354,-1.036,-1.424,0.098,0.047,"Cuba","CUB",40,NA,45.10625,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,68.4355,84.3965714285714,96.33225,80.332,71.0988,73.23175,88.73825,28.1768571428571,NA,84.96575,89.7788333333333,89.644,73.7393333333333,68.6076,66.4604,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.167,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",6470.836734,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2013,2013,"UM",77.0097730952381,NA,NA,3.52,8.82884043369214,11282722,NA,"CUB",0,0,0.169,0.059,0.07,0.091,0.235,0.273,-1.145,-0.346,-1.075,-1.399,0.101,0.046,"Cuba","CUB",40,NA,44.4125,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,68.285625,84.3527857142857,96.766,80.50725,71.1456,73.49025,88.81075,29.4702857142857,NA,84.98625,89.6891666666667,89.979,74.0021666666667,68.5576,65.6862,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.169,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",6828.364282,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2014,2014,"UM",77.2462251587302,NA,NA,3.52,8.87440663307904,11306909,NA,"CUB",0,0,0.169,0.059,0.07,0.091,0.235,0.275,-1.161,-0.343,-1.077,-1.415,0.101,0.046,"Cuba","CUB",40,NA,50.15,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,67.309125,84.3014285714286,95.5635,82.71775,71.5288,76.2365,89.499,27.7118571428571,NA,84.83925,89.3221666666667,90.564,75.1393333333333,68.5076,66.0354,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.169,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",7146.704591,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2015,2015,"UM",77.3338171428571,NA,NA,3.52,8.95259502024867,11324777,NA,"CUB",0,0,0.169,0.058,0.07,0.091,0.234,0.275,-1.159,-0.343,-1.069,-1.413,0.101,0.047,"Cuba","CUB",60,NA,47.675,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,68.2255,84.8747142857143,94.554,82.86225,71.7408,75.428,89.81175,28.8461428571429,NA,84.8285,89.5686666666667,89.9905,75.1881666666667,68.4576,66.213,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.169,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",7727.919972,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2016,2016,"UM",77.59271,NA,NA,3.46,9.00092203992742,11335108,NA,"CUB",0,0,0.17,0.058,0.07,0.083,0.233,0.275,-1.142,-0.345,-1.08,-1.353,0.11,0.05,"Cuba","CUB",50,NA,49.4375,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,68.518,85.1442857142857,93.64075,82.74825,71.8892,74.92625,90.24525,32.2187142857143,NA,84.65075,89.9855,90.427,75.2878333333333,68.3576,66.4336,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.171,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",8110.55874,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2017,2017,"UM",77.9872150793651,NA,NA,3.31,9.06075024475198,11339255,NA,"CUB",0,0,0.17,0.06,0.07,0.082,0.231,0.275,-1.141,-0.347,-1.069,-1.369,0.105,0.05,"Cuba","CUB",50,NA,48.69375,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,67.87075,84.7945714285714,94.76775,82.70975,72.0094,77.0745,90.57825,34.5725714285714,NA,84.57825,89.5963333333333,91.4095,75.4273333333333,68.3076,66.694,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.17,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",8610.608295,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2018,2018,"UM",78.2509907142857,NA,NA,3,9.09509359903466,11338146,NA,"CUB",0,0,0.178,0.062,0.074,0.104,0.23,0.297,-0.987,-0.3,-0.885,-1.153,0.104,0.08,"Cuba","CUB",50,NA,49.26875,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,67.582125,84.6893571428571,95.41775,82.6995,72.2858,78.65625,90.36825,35.9924285714286,NA,84.2455,90.0533333333333,91.635,75.6545,68.2576,66.8098,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.177,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",8911.46206,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2019,2019,"UM",78.5296093650794,NA,NA,2.84,9.13045927680098,11333484,NA,"CUB",0,0,0.181,0.063,0.085,0.103,0.244,0.3,-0.965,-0.303,-0.878,-1.076,0.104,0.105,"Cuba","CUB",40,NA,46.875,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,67.4095,84.6572142857143,95.40675,82.434,72.3532,78.403,90.86025,38.4671428571429,NA,84.45175,90.2298333333333,92.042,75.2568333333333,69.5254,67.0296,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.181,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",9232.261159,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2020,2020,"UM",78.6001036507937,NA,NA,2.84,9.1700662743122,11326616,NA,"CUB",0,0,0.179,0.061,0.085,0.104,0.245,0.3,-1.032,-0.296,-0.908,-1.276,0.097,0.09,"Cuba","CUB",40,NA,67.43125,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,66.04025,84.4976428571428,95.1605,82.38875,72.5858,78.7945,90.6635,39.6964285714286,NA,83.99525,91.159,93.0755,75.3361666666667,69.4254,66.7652,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.179,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",9605.261251,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2021,2021,"UM",78.7542607936508,NA,NA,2.59,NA,11317498,NA,"CUB",0,0,0.179,0.058,0.085,0.102,0.245,0.3,-1.066,-0.296,-0.954,-1.306,0.095,0.087,"Cuba","CUB",40,NA,69.675,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,67.035,84.5202142857143,94.6035,82.511,73.1264,78.58,90.67525,39.7487142857143,NA,84.1085,91.77,93.9775,75.3641666666667,69.3754,66.5006,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.179,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",NA,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2022,2022,"UM",78.9221130952381,NA,NA,2.65,NA,11212191,NA,"CUB",0,0,0.179,0.058,0.085,0.102,0.237,0.3,-1.054,-0.304,-0.956,-1.29,0.088,0.087,"Cuba","CUB",40,NA,66.35,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,66.707125,84.4555714285714,93.5725,81.97225,73.2492,78.68575,90.807,40.86,NA,84.2325,91.9948333333333,93.95,75.3385,72.3528,66.236,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.178,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",NA,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cuba","CUB",2023,2023,"UM",76.742078843302,NA,NA,2.65,NA,NA,NA,"CUB",0,0,0.176,0.058,0.082,0.102,0.233,0.298,-1.073,-0.309,-0.953,-1.321,0.1,0.074,"Cuba","CUB",40,NA,69.3375,NA,NA,"Upper middle income","Latin America & Caribbean",1,"Cuba","Cuba","CUB",NA,66.707125,84.4555714285714,93.5725,82.12475,73.2382,78.68575,90.94975,41.8198571428571,NA,84.2325,92.2413333333333,93.95,75.4645,72.2528,65.4424,89.4176666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuba","CUB",155,0,0.175,0,0,0,0,NA,NA,0,0,NA,NA,"Cuba","CUB",NA,"CUB","Upper-Middle Income Countries","Cuba","Cuba","CUB",NA,NA,NA
"Cyprus","CYP",2004,2004,"H",66.755824719888,NA,NA,NA,10.0771306913943,1010410,0.30089056,"CYP",3,9,0.823,0.708,0.571,0.733,0.699,0.894,1.403,1.321,0.854,1.435,0.882,0.916,"Cyprus","CYP",20,NA,NA,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9195,59.048875,83.3545714285714,97.337,56.8693333333333,65.7334,67.28825,68.6138571428571,50.3314285714286,89.6195,95.115,30.6425714285714,58.108,46.7563333333333,52.7204,72.3864,41.0046,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.825,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",23792.61914,"CYP","High Income Countries","Cyprus",NA,NA,"Cyprus","CYP","Cyprus"
"Cyprus","CYP",2005,2005,"H",67.765643487395,NA,NA,NA,10.1250002435203,1027657,0.30259413,"CYP",3,9,0.821,0.706,0.556,0.732,0.703,0.894,1.393,1.325,0.844,1.429,0.943,0.914,"Cyprus","CYP",40,NA,51.96875,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.966,57.296875,86.4533571428572,97.562,61.118,65.7672,67.44075,68.0045714285714,51.4807142857143,88.494,95.236,33.7545714285714,60.7416666666667,49.9638333333333,54.9606,72.5192,41.2566,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.823,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",24959.26172,"CYP","High Income Countries","Cyprus",NA,NA,"Cyprus","CYP","Cyprus"
"Cyprus","CYP",2006,2006,"H",68.0248755602241,NA,NA,7.6,10.1935149195084,1045508,0.31125963,"CYP",3,9,0.834,0.714,0.566,0.743,0.717,0.911,1.432,1.402,0.838,1.427,0.943,0.914,"Cyprus","CYP",40,NA,52.225,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9175,57.316125,87.4252142857143,97.74325,62.331,65.8012,67.787,67.9094285714286,52.7097142857143,85.4295,94.613,34.6032857142857,62.2213333333333,51.6248333333333,54.9606,72.5959,41.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.834,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",26729.28125,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2007,2007,"H",68.4768890056022,NA,NA,NA,10.3496107668556,1063708,0.31113273,"CYP",3,9,0.839,0.73,0.571,0.748,0.724,0.922,1.434,1.399,0.883,1.425,0.943,0.914,"Cyprus","CYP",40,NA,53.175,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9795,57.981625,87.4497857142857,93.6485,61.9493333333333,65.835,68.22675,68.5992857142857,54.9255714285714,85.6485,94.2383333333333,37.3454285714286,61.498,52.9575,59.18,73.3154,41.3286,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.841,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",31244.87891,"CYP","High Income Countries","Cyprus",NA,NA,"Cyprus","CYP","Cyprus"
"Cyprus","CYP",2008,2008,"H",68.3191546218487,NA,NA,7.7,10.4743907368843,1081568,0.31708607,"CYP",3,9,0.842,0.735,0.572,0.752,0.73,0.919,1.438,1.399,0.88,1.432,0.943,0.914,"Cyprus","CYP",40,NA,52.825,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9865,54.27775,87.8372857142857,97.4255,62.3656666666667,65.9398,68.93075,67.2204285714286,56.4891428571429,83.397,93.574,32.5625714285714,57.3903333333333,55.574,63.672,72.6115,42.1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.839,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",35397.29688,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2009,2009,"H",69.9162725490196,NA,NA,NA,10.3808530546991,1098089,0.32108265,"CYP",3,9,0.844,0.732,0.573,0.737,0.731,0.919,1.433,1.398,0.838,1.428,0.943,0.915,"Cyprus","CYP",20,NA,52.825,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.953,58.30925,89.3357142857143,97.5875,63.4946666666667,65.1896,69.70525,67.7198571428571,60.6897142857143,82.646,93.695,35.8087142857143,63.41,55.4066666666667,70.1118,72.3665,43.1474,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.839,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",32236.44922,"CYP","High Income Countries","Cyprus",NA,NA,"Cyprus","CYP","Cyprus"
"Cyprus","CYP",2010,2010,"H",70.1780236694678,NA,NA,7.29,10.3451247359071,1112617,0.3145779,"CYP",3,9,0.849,0.739,0.579,0.754,0.738,0.919,1.447,1.399,0.839,1.452,0.946,0.925,"Cyprus","CYP",60,NA,53.63125,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9705,59.219,89.3427142857143,97.46725,63.1016666666667,65.5232,70.2335,67.9595714285714,62.4382857142857,84.9595,93.2783333333334,34.9077142857143,64.6833333333333,55.2048333333333,70.1118,72.0898,42.5354,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.848,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",31105.02734,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2011,2011,"H",70.4088014705882,NA,NA,7.29,10.3885582537202,1124837,0.326255,"CYP",3,9,0.85,0.739,0.581,0.751,0.737,0.918,1.445,1.398,0.84,1.467,0.946,0.928,"Cyprus","CYP",60,NA,54.06875,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.909,59.661625,90.2185,96.608,63.8246666666667,64.4914,70.5165,66.8638571428571,63.2065714285714,81.0045,92.614,37.0495714285714,67.785,58.1063333333333,70.3648,72.0913,42.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.848,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",32485.79688,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2012,2012,"H",70.3418733193277,NA,NA,7.29,10.2747729858132,1135046,0.34312433,"CYP",3,9,0.845,0.734,0.577,0.748,0.724,0.917,1.442,1.399,0.835,1.456,0.946,0.924,"Cyprus","CYP",60,NA,55.31875,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9635,60.210125,89.6336428571428,96.0365,62.7663333333333,67.9146,71.16675,65.327,65.806,75.016,92.1153333333333,44.9964285714286,71.3416666666667,49.7931666666667,70.3648,71.6034,41.7566,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.846,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",28991.93555,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2013,2013,"H",70.4092615546218,NA,NA,7.29,10.2326998217537,1143866,0.37041834,"CYP",3,9,0.851,0.738,0.582,0.727,0.733,0.919,1.44,1.396,0.799,1.453,0.948,0.935,"Cyprus","CYP",40,NA,55.0875,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9345,58.692875,89.0450714285714,96.8285,63.005,70.6488,71.7255,63.1904285714286,66.4955714285714,64.182,94.8793333333333,48.06,74.226,50.6136666666667,71.0094,71.7108,42.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.847,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",27797.45703,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2014,2014,"H",70.4429573529412,NA,NA,7.4,10.2126014964036,1152297,0.35565287,"CYP",3,9,0.846,0.736,0.579,0.728,0.732,0.92,1.437,1.397,0.837,1.451,0.948,0.931,"Cyprus","CYP",60,NA,55.51875,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.8955,56.505625,89.3027142857143,95.73125,66.364,67.018,71.3495,63.7825714285714,67.373,70.31,94.8763333333333,45.6407142857143,72.9776666666667,49.8855,72.2236,71.9257,42.3686,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.845,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",27244.35156,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2015,2015,"H",71.6948228291317,NA,NA,7.53,10.0642120851664,1160987,0.33966377,"CYP",3,9,0.854,0.742,0.579,0.739,0.743,0.92,1.443,1.4,0.828,1.472,0.948,0.936,"Cyprus","CYP",80,NA,53.54375,NA,NA,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.941,62.11375,90.1340714285714,96.352,66.946,71.8532,72.045,65.0041428571429,70.1731428571429,75.7825,95.1623333333333,47.5117142857143,72.2693333333333,48.146,72.3064,70.9774,42.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.851,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",23487.22852,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2016,2016,"H",71.9509164565826,66.5145833333333,NA,7.65,10.1151718688937,1170189,0.32891682,"CYP",3,9,0.851,0.741,0.58,0.737,0.749,0.918,1.448,1.393,0.822,1.467,0.948,0.937,"Cyprus","CYP",80,49.1,53.90625,69.5666666666667,80,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9505,56.526875,91.1970714285714,96.044,66.9376666666667,71.315,72.1155,65.886,74.8208571428571,79.8635,95.5716666666667,48.2631428571429,69.6446666666667,50.8598333333333,72.9668,69.4379,41.7646,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.852,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",24715.1543,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2017,2017,"H",72.0141447478992,66.8141666666667,NA,7.59,10.1923061125662,1179685,0.31416234,"CYP",3,9,0.838,0.731,0.566,0.7,0.738,0.917,1.445,1.389,0.9,1.448,0.945,0.919,"Cyprus","CYP",80,52.1666666666667,54.4125,67.4916666666667,80,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.944,58.806625,91.7828571428571,97.182,71.005,65.1726,72.44625,66.3072857142857,76.1102857142857,85.226,95.197,43.3848571428572,67.8616666666667,50.4718333333333,72.9668,69.1548,41.2206,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.839,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",26696.99023,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2018,2018,"H",71.8055970588235,79.8841666666667,NA,7.59,10.2955291784877,1189262,0.32739753,"CYP",3,9,0.833,0.725,0.562,0.717,0.735,0.913,1.423,1.384,0.877,1.414,0.945,0.919,"Cyprus","CYP",100,92.2666666666666,54.6625,67.4916666666667,85,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9215,58.719,92.1072142857143,97.6795,71.099,68.0502,73.19575,67.3062857142857,71.7547142857143,80.145,95.937,43.5292857142857,67.8196666666667,49.0263333333333,72.9668,68.5185,42.9194,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.834,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",29599.98633,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2019,2019,"H",72.4633911064426,79.6179166666667,NA,7.59,10.2990051050306,1198574,0.3122325,"CYP",3,8,0.838,0.715,0.566,0.711,0.737,0.912,1.412,1.386,0.66,1.463,0.947,0.927,"Cyprus","CYP",100,92.2666666666666,53.33125,67.4916666666667,85,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.914,59.111625,91.3189285714286,98.44125,70.693,68.2342,73.27625,68.0655714285714,73.8587142857143,85.5075,95.7306666666667,43.9691428571429,69.4886666666667,49.8728333333333,72.1756,67.7727,44.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.84,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",29703.05273,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
"Cyprus","CYP",2020,2020,"H",72.5723906862745,80.7916666666667,NA,7.56,10.2628743630884,1207361,0.31727943,"CYP",3,8,0.804,0.694,0.53,0.634,0.707,0.912,1.351,1.389,0.85,1.27,0.943,0.862,"Cyprus","CYP",100,91.3666666666667,59.95,67.6416666666667,85,"High income","Europe & Central Asia",1,"Cyprus","Cyprus","CYP",99.9275,58.727125,91.4624285714286,93.90025,71.203,67.8932,74.731,67.7224285714286,75.099,83.6155,95.5653333333333,43.0371428571428,71.5823333333333,49.9265,72.1756,68.4651,48.6972,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprus","CYP",156,1,0.807,0,0,0,0,NA,NA,0,0,NA,NA,"Cyprus","CYP",28649.01563,"CYP","High Income Countries","Cyprus","Cyprus","CYP","Cyprus","CYP","Cyprus"
